id,height,city,salary
237,164.03861812204278,Los Angeles,145812
238,151.2157983215727,Dallas,112617
239,182.27361479535838,Chicago,130483
240,158.85553397035244,New York,39596
241,197.02292921764572,Dallas,133555
242,197.69642885012937,New York,137539
243,195.74321951102243,Los Angeles,48313
244,168.5079350127722,New York,143175
245,150.77283082644337,Los Angeles,96549
246,196.41592812938626,Chicago,144914
247,171.40920741586572,Los Angeles,53705
248,198.33274095218349,Los Angeles,97364
249,198.18099885446264,St. Louis,103445
250,192.650472773368,Dallas,133892
251,164.7224446034793,Dallas,108645
252,169.25488643009626,Chicago,32023
253,192.55683357584286,Chicago,149654
254,165.84610025781387,Dallas,89796
255,158.47463733430462,St. Louis,110073
256,177.8400631229175,Dallas,122197
257,196.80773870803904,St. Louis,94429
258,184.80148983374863,Chicago,134195
259,178.50305850446824,New York,91627
260,154.85882468853842,Chicago,63848
261,180.75036133495848,Chicago,67804
262,199.50269250521316,Los Angeles,45379
263,157.0042007618262,Los Angeles,89664
264,175.91648261818685,Los Angeles,57766
265,193.86865359639776,Los Angeles,139126
266,187.0384308877102,St. Louis,98099
267,184.8507870497634,Dallas,66060
268,185.12420419935546,New York,124733
269,167.97455756098776,Chicago,99122
270,164.67959221322468,St. Louis,46087
271,190.4680577739257,New York,78868
272,190.50566973395905,St. Louis,149119
273,193.35361592900517,St. Louis,53225
274,195.66202762782356,Chicago,125286
275,175.5671199430469,Dallas,36643
276,175.07581473436,Los Angeles,123059
277,189.91475894833877,Dallas,66727
278,182.49819653888827,Chicago,41005
279,185.09834386288517,Chicago,139079
280,189.78963347180505,Chicago,95697
281,194.5002670908783,New York,46029
282,166.89975784257678,Dallas,145281
283,168.7791476319972,Dallas,44226
284,154.69909699204345,St. Louis,93646
285,178.9140070498087,St. Louis,90603
286,151.7971136898371,St. Louis,58731
287,173.279900906623,Chicago,139458
288,177.13223173537884,Dallas,140384
289,164.32706260641422,Chicago,98926
290,179.54166302845053,New York,35997
291,151.52501249695248,St. Louis,85506
292,151.8674094374607,Chicago,108229
293,191.13002803298292,Chicago,79815
294,168.00953207056315,New York,72092
295,156.35302563259424,Los Angeles,92539
296,176.1121630027402,Dallas,96077
297,188.49967765493054,Los Angeles,51817
298,160.79105137484217,St. Louis,67861
299,181.14452379095002,Chicago,43428
300,154.2673732496884,New York,73934
301,152.5840860584304,New York,145555
302,176.5677315784074,Dallas,144367
303,177.03175608050532,Los Angeles,40258
304,181.87149507491034,Dallas,87775
305,186.3045666861331,Chicago,111580
306,198.79260397312675,Dallas,124947
307,175.81501741505977,New York,35469
308,166.1478236470623,New York,58854
309,189.75930973843518,St. Louis,36256
310,163.5416125631037,St. Louis,106256
311,171.94857103528182,Chicago,63937
312,153.9228190671133,Los Angeles,129134
313,151.26753717077287,Dallas,31651
314,198.13242073389625,Chicago,80288
315,191.79900602561028,St. Louis,114730
316,184.7987103046849,Dallas,55051
317,170.4476472207135,St. Louis,57386
318,158.66471600354228,Dallas,105054
319,157.8218521335543,Los Angeles,141562
320,162.51214490822977,Chicago,46184
321,177.46133323530603,Dallas,63787
322,185.7297961350031,New York,51621
323,183.00986883588655,New York,105564
324,163.99669484729714,Dallas,107984
325,197.7432640331597,Dallas,89792
326,186.89484583478844,Dallas,75253
327,177.71770262557004,New York,64051
328,180.5860373117176,New York,79811
329,170.9800031213895,Dallas,60447
330,162.38654947505788,St. Louis,113930
331,167.79863393256306,St. Louis,130037
332,187.89230552321845,Los Angeles,60254
333,150.7196744314878,Chicago,114045
334,155.80363202534582,St. Louis,146859
335,152.30013210108763,New York,87418
336,152.0364401159485,St. Louis,144534
337,192.77302920055035,Los Angeles,44472
338,185.1828929690012,Los Angeles,141193
339,173.70869145436626,Chicago,33471
340,154.89170803255007,St. Louis,137332
341,174.58079375584163,New York,125804
342,173.6735885390283,New York,38329
343,158.66009349550075,Dallas,64865
344,171.69258246189867,New York,76850
345,169.92523671986868,Chicago,84220
346,180.79250490261083,Chicago,142234
347,181.7546825433822,New York,123808
348,152.26520048860223,New York,138381
349,168.73063073132357,Dallas,36397
350,181.2929957857118,New York,127909
351,175.1568129290044,Dallas,65525
352,192.82449205941612,Dallas,83072
353,182.93468158094726,New York,120106
354,158.14672135407147,Los Angeles,113820
355,153.5284373700215,Los Angeles,114530
356,182.12096391031577,Dallas,53284
357,151.3255655270811,New York,91330
358,179.28877906367316,Los Angeles,113369
359,197.01151207124786,New York,55122
360,178.77370889379395,New York,100553
361,169.4084963103261,New York,111906
362,182.16441092211767,St. Louis,124788
363,172.91264452457582,New York,92812
364,177.28083946579676,St. Louis,37999
365,197.07324043882625,Dallas,52436
366,169.30513189003872,Los Angeles,72963
367,198.0595281911957,Los Angeles,32096
368,195.26753209780318,Los Angeles,143737
369,159.7895567394648,Los Angeles,55279
370,153.46806504375826,Los Angeles,138899
371,155.03890006887133,Los Angeles,144245
372,150.91109128257747,Los Angeles,56201
373,154.72214803779642,Dallas,49715
374,184.15033867081786,New York,59309
375,153.55943242301146,Chicago,45078
376,165.94878151468805,St. Louis,86614
377,192.24376554847274,Chicago,35105
378,151.1635967867913,Chicago,147666
379,190.72342412944678,New York,124848
380,164.09273873867,New York,32839
381,155.9082413810828,New York,98920
382,184.83685826820755,Los Angeles,73619
383,181.4471423389942,Dallas,72821
384,193.87360067635265,Los Angeles,43493
385,186.75355219019428,Dallas,47069
386,190.17404651924244,Dallas,142443
387,164.10172862856533,Chicago,37531
388,158.87197718898614,Chicago,67051
389,187.53073758204292,Dallas,37736
390,190.3417369633632,Dallas,37710
391,199.52525710003366,Los Angeles,97155
392,170.63088384557133,Los Angeles,43975
393,168.60090428963915,Chicago,92424
394,188.82064803709983,New York,75603
395,167.0401770126509,Dallas,53252
396,196.53786628017824,Los Angeles,110797
397,192.9206375921506,Chicago,31431
398,171.4497013687509,Los Angeles,104603
399,187.54355338957487,Dallas,67481
400,187.72714370423412,Dallas,122573
401,155.15619344179663,St. Louis,39557
402,195.12764533397834,New York,104971
403,175.26261862239286,St. Louis,133302
404,191.32287330538708,Chicago,30162
405,166.0024800515306,Los Angeles,64742
406,194.77616142481003,Chicago,49675
407,169.46008393670814,Dallas,103997
408,150.54188257401492,St. Louis,47015
409,195.26909882096317,St. Louis,80057
410,154.56433383930667,St. Louis,62591
411,165.96568187952073,Chicago,123583
412,197.50309835254023,Dallas,130318
413,197.5303573468778,Los Angeles,39833
414,178.6718944061643,Los Angeles,37896
415,181.59186060848995,Chicago,62972
416,172.422276098916,St. Louis,79733
417,164.66053858490324,New York,71800
418,166.43322726849578,Chicago,126044
419,183.62592280385192,Chicago,35347
420,187.618726471884,Dallas,89063
421,189.57895218629244,Los Angeles,125850
422,189.4809071397277,Chicago,32643
423,154.56030515243452,Chicago,70785
424,174.72101523512907,St. Louis,48681
425,152.87793800083222,St. Louis,80026
426,177.47644411618677,New York,133864
427,172.07652506866884,Dallas,45892
428,194.38520913791498,New York,77299
429,167.54575062760392,St. Louis,47073
430,155.8533508213803,Los Angeles,132304
431,157.1495841026418,St. Louis,60682
432,188.07553158587362,Dallas,127798
433,180.91090316581307,St. Louis,126894
434,155.0561338061395,Dallas,44289
435,154.20534030574987,Dallas,145359
436,185.048456572956,Dallas,37927
437,153.63815031820968,Dallas,78330
438,191.0930029645178,Dallas,96707
439,185.31211135782482,Los Angeles,107454
440,154.067439032095,New York,137439
441,154.2418857042596,Chicago,134646
442,199.33197892505876,New York,95428
443,168.713539787806,Dallas,80601
444,168.53210735334454,Los Angeles,107465
445,190.63997836287513,St. Louis,32539
446,197.36242886919294,Los Angeles,132263
447,199.30005319114355,Dallas,141487
448,187.66890926294707,Los Angeles,52669
449,168.81297927654578,Los Angeles,100968
450,154.17503583493342,Dallas,50644
451,188.85734579637185,Los Angeles,48745
452,177.92021248679026,Chicago,58228
453,171.2111004623488,Chicago,148358
454,195.3177192547368,Los Angeles,64521
455,155.55987411530757,St. Louis,127239
456,174.63125521454296,Dallas,56928
457,150.56768223837096,Chicago,48322
458,173.4330320997063,St. Louis,87714
459,152.81516378409188,Los Angeles,117896
460,155.94089581340359,St. Louis,92292
461,155.87631233885526,New York,59055
462,182.46051510580318,Chicago,72891
463,187.30224396327117,Los Angeles,111912
464,179.168438254858,Dallas,36588
465,198.10862742372709,Los Angeles,120536
466,168.7435289761852,Dallas,36304
467,164.28560431409304,Los Angeles,37345
468,193.42995640947302,St. Louis,59300
469,161.17979192597264,St. Louis,54259
470,198.16112697203056,St. Louis,121006
471,150.6077237344908,New York,118553
472,198.49394133538195,Dallas,45352
473,152.1579955975288,St. Louis,63365
474,194.55715568490356,New York,49446
475,176.385055454315,Dallas,32336
476,199.64823980596503,Los Angeles,92032
477,153.68982823676996,New York,105415
478,177.69271422006605,Chicago,127852
479,198.46512678095496,New York,128876
480,176.15489220850745,New York,37521
481,181.46993190676312,Dallas,101707
482,184.78743444923086,Los Angeles,53481
483,172.72705323838866,Chicago,48474
484,181.37790400420317,St. Louis,76760
485,179.215715596155,St. Louis,85718
486,195.05790052454944,New York,74629
487,152.2723190170729,Dallas,75232
488,164.0481594796115,Dallas,116544
489,197.52057420382795,St. Louis,97169
490,194.51318919454582,Chicago,80669
491,172.78283763928565,Los Angeles,108021
492,181.00662989007685,Chicago,139153
493,163.86905914905662,Los Angeles,99184
494,159.40605798618807,St. Louis,77945
495,173.1849202469991,Los Angeles,43140
496,167.66761140130265,Dallas,113457
497,179.18280559254362,New York,44357
498,153.88673184824924,New York,141672
499,198.71974038330833,St. Louis,98673
500,199.31053722398013,Dallas,95633
501,184.90808570098727,Chicago,106943
502,176.804818317206,Dallas,126111
503,165.4763808143164,New York,108258
504,190.68975098534742,New York,42924
505,184.23655862769397,Dallas,99286
506,158.13084696724457,Dallas,123269
507,195.54635922469214,New York,104071
508,191.12686214615846,Chicago,87326
509,197.4899956645962,St. Louis,120023
510,186.285975419418,St. Louis,60651
511,180.6707597967895,Dallas,100202
512,170.91215181453094,St. Louis,78777
513,196.63642416770065,New York,46994
514,193.3031944750204,New York,97263
515,152.26093350530948,Dallas,89634
516,151.3183487248626,Dallas,130158
517,168.82316834390247,Dallas,40800
518,190.52766653909165,Chicago,67823
519,199.36380646574722,St. Louis,138575
520,157.5208445551764,Dallas,93878
521,179.70653576760677,Los Angeles,48708
522,169.04454283155107,Los Angeles,42819
523,198.49571989073016,New York,104905
524,192.10594615678542,St. Louis,93870
525,191.9164352355569,Dallas,39283
526,173.43465798974853,Los Angeles,60573
527,170.74097511688325,St. Louis,108707
528,163.6703535965353,New York,60933
529,152.81877483254635,Chicago,35774
530,193.23611881275266,St. Louis,102055
531,190.6450504565039,St. Louis,40983
532,199.98588366430653,Chicago,126468
533,199.83184185369527,St. Louis,126334
534,177.77158528013138,New York,48133
535,188.44937075902553,New York,44939
536,197.2382864941214,Chicago,30781
537,192.48236953387058,Dallas,144586
538,162.36740508715988,Los Angeles,86700
539,172.52720676550467,Dallas,57624
540,156.45797075757474,St. Louis,36823
541,197.7025513629361,Los Angeles,48489
542,180.308731722544,Chicago,148555
543,161.43214027517314,Chicago,69961
544,183.58503422029284,Los Angeles,149664
545,180.90641202289478,New York,59118
546,167.90813590164203,Los Angeles,130417
547,155.67787960998146,St. Louis,111816
548,183.57865977963996,New York,52263
549,176.01538504518967,Chicago,43565
550,188.61591958678196,Los Angeles,50354
551,176.00817505559968,Dallas,72951
552,192.609075015927,Dallas,121179
553,177.5953419387243,St. Louis,53648
554,178.0468985767693,Dallas,80729
555,193.83268013291726,Los Angeles,71971
556,170.17414331061985,Los Angeles,48658
557,156.70076142253203,Dallas,51253
558,151.43913381566693,Los Angeles,94166
559,187.75686278368096,St. Louis,78563
560,181.01547756767323,New York,56390
561,185.2039884049612,St. Louis,118664
562,160.64820807544552,St. Louis,81578
563,156.8185737793385,Los Angeles,109025
564,150.7272332833941,New York,133850
565,167.52937794032985,Los Angeles,62658
566,179.49588434273164,Chicago,36852
567,169.6122022549866,Los Angeles,124986
568,171.87374610118644,Los Angeles,32551
569,195.20793472468742,Los Angeles,101947
570,167.41277335116501,New York,91001
571,175.69947445799053,Los Angeles,79159
572,189.18265063705715,New York,81707
573,169.8271391160635,Dallas,63243
574,181.1043350113937,Chicago,51800
575,193.11818543733727,New York,105939
576,197.4760311828821,Dallas,87828
577,157.35367404645189,New York,37239
578,196.3293812580747,New York,36710
579,174.60581465397692,Chicago,51384
580,162.9122194149479,St. Louis,51038
581,172.95678781191307,St. Louis,70846
582,199.00162876427385,New York,117983
583,174.63090469964348,Los Angeles,97821
584,166.4375805143754,Dallas,67991
585,181.6700427158363,Los Angeles,109057
586,162.00728093890964,Los Angeles,143193
587,153.7931664054332,New York,36971
588,156.44398609553247,New York,59139
589,156.4022919478886,New York,115445
590,157.59513467561473,New York,107067
591,156.9413586324705,St. Louis,110257
592,182.04373724016074,New York,114742
593,159.09400421995724,St. Louis,67711
594,167.28336416619317,St. Louis,36530
595,194.8394204953006,New York,41116
596,173.69808201314362,Chicago,95794
597,183.37788692605136,Dallas,30282
598,158.6159935600815,Los Angeles,109473
599,159.61445094043353,St. Louis,31898
600,152.04343081332394,Dallas,34135
601,158.44675315360823,Chicago,36629
602,163.92951695159792,Los Angeles,139472
603,158.85052421383733,Los Angeles,115120
604,154.43512668785277,St. Louis,149798
605,156.03179355503005,New York,119087
606,173.0389384016363,Chicago,95031
607,160.31668592028961,St. Louis,63380
608,168.21349305240378,Chicago,142507
609,175.17086354274284,New York,47071
610,184.51974143146828,New York,50074
611,151.96560699205494,St. Louis,120724
612,189.97051994545214,New York,97843
613,181.3950194745454,Dallas,69901
614,154.0879515974436,Los Angeles,41205
615,193.67893120533887,St. Louis,85661
616,196.04362002659065,Chicago,35906
617,153.05389799274317,Dallas,32591
618,163.84388240736018,St. Louis,92987
619,190.31006398965306,New York,93370
620,187.4129845191829,New York,110685
621,159.22605096781888,New York,140454
622,160.46746616683552,New York,135487
623,168.5236051395691,Chicago,84400
624,174.22614925955105,Dallas,55150
625,180.9127385765148,Los Angeles,61852
626,168.4456819784886,Chicago,72870
627,173.1267358066574,Chicago,149796
628,187.37354690668784,Los Angeles,82756
629,151.8341601445299,Los Angeles,145357
630,162.62184721720104,New York,149052
631,185.66747929422763,Chicago,86481
632,194.76034188435997,St. Louis,31283
633,175.5838721057833,Los Angeles,63691
634,176.60567426326577,Los Angeles,31125
635,155.3586005669888,Dallas,97065
636,172.37061834117273,St. Louis,56170
637,176.63086332275117,St. Louis,38438
638,162.12352518173648,Los Angeles,50095
639,163.46216154746904,New York,46154
640,168.86420815523113,Dallas,38004
641,151.00355988888631,St. Louis,39752
642,166.10395827915892,Los Angeles,85426
643,160.57240034982723,St. Louis,138896
644,166.37486760889573,Dallas,56819
645,155.98810659096256,Dallas,132168
646,194.52636403699475,Chicago,122051
647,179.67962267770244,Los Angeles,54217
648,183.95511595722448,Dallas,118708
649,189.4585619303669,Chicago,62994
650,174.92210994645285,Chicago,45036
651,154.34601440437118,St. Louis,107275
652,176.8553270909274,St. Louis,127756
653,179.34205590104395,Chicago,79416
654,187.2719737092165,St. Louis,39587
655,171.58297731148397,Dallas,140053
656,156.37901513977818,New York,125665
657,164.18879528993622,Dallas,30645
658,168.15411481993175,Chicago,60930
659,182.29586206658007,Chicago,111835
660,178.5389152334456,Dallas,60090
661,167.8048362948923,St. Louis,117489
662,199.325762439649,St. Louis,82142
663,180.28874096784435,Chicago,141979
664,161.86133958679972,Los Angeles,56475
665,155.0891236310202,St. Louis,48888
666,157.6429569592166,Dallas,73732
667,162.2978864192254,St. Louis,111623
668,158.03406866297777,Dallas,76305
669,159.3283512025653,Chicago,76037
670,164.25475843469235,St. Louis,39346
671,158.66867976473773,Dallas,30587
672,194.83827123132124,Chicago,42763
673,154.0116872830821,Los Angeles,89165
674,176.22556947851274,Dallas,137481
675,170.51984134948307,Los Angeles,99615
676,199.11893084543033,Los Angeles,66116
677,155.60194510840262,New York,115751
678,169.89277995228707,St. Louis,121353
679,198.47352166376845,Dallas,120301
680,193.275356294699,Los Angeles,125648
681,190.853603547464,New York,55556
682,162.89514135224698,Chicago,89042
683,158.5443793695033,Dallas,48099
684,183.43216099622154,Los Angeles,139089
685,196.4687994563793,St. Louis,75096
686,177.83814465069648,New York,101986
687,178.580634473495,Los Angeles,43230
688,163.9989546830142,St. Louis,59009
689,188.47464665959683,Los Angeles,100969
690,159.35218742787617,Dallas,63866
691,166.18396182021218,Dallas,135400
692,171.27182193082083,Dallas,114246
693,175.38051893422275,New York,106975
694,162.120486620754,Dallas,71855
695,155.74184123696017,St. Louis,111557
696,180.53100212208165,Los Angeles,36416
697,164.4315276620128,Chicago,102516
698,179.06191107113062,St. Louis,85915
699,157.7181357637101,St. Louis,48058
700,174.05700509274087,Dallas,106637
701,176.62947162757928,New York,70718
702,152.59117684112135,Los Angeles,62602
703,166.83021390969603,New York,104658
704,156.72073384694872,Los Angeles,108112
705,153.16874852363838,Los Angeles,88067
706,199.49801161949728,New York,57516
707,166.11769224873615,St. Louis,117969
708,190.49372229273175,Los Angeles,31089
709,162.7320327381882,New York,67346
710,184.07513611119646,Los Angeles,104663
711,188.0113929944843,Chicago,40487
712,179.7819370303922,St. Louis,30155
713,173.5788094275079,Dallas,97494
714,170.5920457073634,Los Angeles,106229
715,167.44341332714976,Chicago,134648
716,196.4764572123913,Dallas,68547
717,191.53097038938645,Dallas,58795
718,198.25134553332563,Los Angeles,85296
719,156.21486117427725,New York,51447
720,186.54337376018222,Los Angeles,66598
721,196.9170228410519,Chicago,71814
722,159.061653308283,Dallas,120751
723,153.32481336833888,Los Angeles,105330
724,187.05603246450295,New York,128745
725,178.7236556589956,Los Angeles,117960
726,192.09143883791359,St. Louis,93278
727,156.98861883131448,New York,85077
728,189.76336559299452,Chicago,142782
729,160.08136600238723,Dallas,132932
730,158.18279714328523,Los Angeles,101906
731,158.21328989654964,New York,39528
732,190.7287360115691,St. Louis,123812
733,183.25986103481,New York,80100
734,176.15327123845597,St. Louis,139869
735,167.94152420617513,Chicago,38179
736,193.8600270406554,Dallas,78781
737,169.62225537113176,Chicago,85267
738,190.82997197357886,Los Angeles,112379
739,171.9567454285109,New York,53952
740,168.84722147124538,St. Louis,83798
741,173.13398928348033,St. Louis,128696
742,165.0688937082071,New York,140434
743,187.38046900881255,New York,80939
744,175.13601950462396,Los Angeles,59516
745,161.61063475734088,Chicago,86526
746,194.97872866372842,St. Louis,40449
747,169.19456106866056,Los Angeles,80290
748,177.17764305569943,Chicago,116661
749,195.32360554822736,Los Angeles,102954
750,181.2118997956996,St. Louis,52746
751,155.84490203541822,New York,97990
752,196.99160618067376,New York,88810
753,181.3854026535709,Chicago,148362
754,166.7452807328543,Dallas,113297
755,156.96360363316936,Chicago,45223
756,189.70125946351482,Dallas,102237
757,181.00363779642566,Los Angeles,32597
758,176.67305459881607,Los Angeles,95677
759,194.6946291525479,St. Louis,32659
760,189.42986056122655,Dallas,116516
761,157.58374398663756,St. Louis,104567
762,165.5861033897774,New York,45037
763,162.4244569907233,Dallas,76738
764,187.19731462863385,Chicago,133965
765,151.67662173678897,New York,101678
766,178.49448424356584,New York,42109
767,188.12293428703452,Chicago,52010
768,193.83828183808748,New York,38787
